x,y
-0.05214368482039398, 7.779632721202003
5.214368482039398, 7.7295492487479125
5.996523754345308, 3.8230383973288813
6.726535341830823, 8.747913188647745
8.812282734646582, 8.681135225375625
9.803012746234067, 7.796327212020033
10.533024333719583, 3.8898163606010017
11.419466975666282, 8.731218697829716
12.56662804171495, 7.7462437395659425
13.24449594438007, 8.681135225375625
14.130938586326767, 7.7462437395659425
16.164542294322132, 8.681135225375625
16.946697566628043, 7.7462437395659425
17.885283893395133, 8.664440734557596
19.710312862108925, 8.681135225375625
20.54461181923523, 3.9732888146911516
21.691772885283896, 7.7295492487479125
23.151796060254927, 7.6961602671118525
24.14252607184241, 8.631051752921536
25.02896871378911, 3.9732888146911516
26.019698725376596, 7.779632721202003
27.53186558516802, 7.6961602671118525
28.679026651216688, 8.631051752921536
29.87833140208575, 8.664440734557596
31.1819235225956, 4.941569282136895
32.0683661645423, 9.599332220367279
32.95480880648899, 4.941569282136895
34.10196987253766, 8.681135225375625
35.04055619930475, 7.796327212020033
36.86558516801854, 8.631051752921536
37.54345307068366, 7.846410684474123
38.42989571263036, 7.796327212020033
39.368482039397456, 4.824707846410684
40.20278099652376, 8.714524207011685
41.08922363847046, 7.796327212020033
42.236384704519125, 7.779632721202003
43.070683661645425, 8.681135225375625
44.113557358053306, 8.681135225375625
44.79142526071843, 3.9232053422370616
45.8864426419467, 8.681135225375625
46.772885283893395, 7.7462437395659425
47.55504055619931, 7.6961602671118525
48.59791425260719, 8.714524207011685
49.27578215527231, 7.946577629382303
50.370799536500584, 3.9899833055091816
50.892236384704525, 7.863105175292153
52.03939745075319, 8.714524207011685
52.769409038238706, 7.6794657762938225
53.86442641946698, 4.908180300500835
54.64658169177289, 8.631051752921536
55.84588644264195, 7.7295492487479125
56.680185399768256, 7.779632721202003
57.46234067207416, 8.681135225375625
58.24449594438007, 3.9732888146911516
58.97450753186559, 6.560934891485809
60.903823870220165, 8.664440734557596
62.103128621089226, 8.664440734557596
62.937427578215534, 7.7462437395659425
63.615295480880654, 4.908180300500835
64.71031286210892, 7.6961602671118525
67.21320973348784, 7.6794657762938225
68.3082271147161, 8.681135225375625
69.14252607184241, 8.681135225375625
69.87253765932793, 3.8063439065108513
70.86326767091542, 7.7462437395659425
75.3476245654693, 7.779632721202003
76.54692931633836, 8.797996661101836
77.27694090382387, 4.874791318864775
78.99768250289688, 9.599332220367279
80.04055619930476, 8.714524207011685
80.77056778679027, 4.824707846410684
81.60486674391657, 8.714524207011685
82.75202780996524, 8.664440734557596
83.42989571263037, 7.813021702838063
84.47276940903825, 7.7295492487479125
85.20278099652376, 3.8731218697829712
86.24565469293164, 7.6961602671118525
89.11355735805331, 7.796327212020033
