x,y
1.153713298791019, 12.311557788944723
2.53713298791019, 11.725293132328309
3.510650546919977, 6.976549413735343
4.330454807138745, 12.839195979899499
5.406447898675878, 13.71859296482412
6.175014392630973, 11.725293132328309
7.046056419113413, 11.666666666666668
7.712147380541163, 12.604690117252932
8.839378238341968, 5.8626465661641545
9.864133563615429, 12.89782244556114
11.708693149107656, 14.480737018425462
12.528497409326425, 12.721943048576215
14.116868163500287, 12.780569514237856
15.090385722510074, 7.152428810720268
16.063903281519863, 13.601340033500838
16.832469775474955, 12.487437185929648
17.652274035693726, 13.601340033500838
19.548071387449625, 11.959798994974875
20.572826712723085, 6.917922948073702
21.34139320667818, 13.601340033500838
22.212435233160623, 12.721943048576215
23.23719055843408, 24.505862646566165
24.10823258491652, 13.835845896147404
24.92803684513529, 12.780569514237856
25.74784110535406, 6.742043551088777
26.721358664363844, 12.721943048576215
27.592400690846286, 13.601340033500838
28.360967184801382, 12.95644891122278
30.25676453655728, 13.484087102177554
29.38572251007484, 13.777219430485763
31.127806563039723, 5.8626465661641545
32.05008635578584, 13.601340033500838
33.94588370754174, 13.71859296482412
34.86816350028785, 19.581239530988274
35.687967760506616, 6.917922948073702
36.66148531951641, 12.780569514237856
37.27633851468048, 11.666666666666668
38.403569372481286, 12.721943048576215
39.37708693149108, 7.738693467336684
40.094415659182495, 13.71859296482412
41.272884283246974, 12.604690117252932
41.83649971214738, 6.742043551088777
42.75877950489349, 12.663316582914574
43.93724812895797, 12.839195979899499
44.70581462291307, 13.601340033500838
45.73056994818653, 12.54606365159129
46.3454231433506, 12.780569514237856
47.42141623488774, 6.976549413735343
48.13874496257916, 12.780569514237856
49.009786989061595, 12.54606365159129
50.034542314335056, 33.24120603015076
51.6741508347726, 6.917922948073702
52.8013816925734, 12.663316582914574
53.518710420264824, 10.904522613065327
55.15831894070236, 13.65996649916248
56.28554979850316, 11.666666666666668
56.95164075993091, 6.917922948073702
57.82268278641335, 12.663316582914574
59.206102475532525, 13.65996649916248
60.53828439838802, 12.604690117252932
61.409326424870464, 6.742043551088777
62.4853195164076, 12.721943048576215
63.25388601036269, 11.78391959798995
64.32987910189982, 13.65996649916248
65.09844559585493, 13.71859296482412
65.713298791019, 12.54606365159129
66.89176741508348, 12.54606365159129
67.81404720782959, 6.742043551088777
68.68508923431203, 13.65996649916248
69.70984455958549, 13.601340033500838
70.2734599884859, 12.780569514237856
71.29821531375936, 12.663316582914574
72.1692573402418, 6.917922948073702
73.04029936672423, 11.608040201005025
74.93609671848013, 13.777219430485763
75.90961427748992, 13.65996649916248
76.83189407023603, 12.487437185929648
77.60046056419112, 6.624790619765494
